瘤痢,斥档,力厚,力厚,力厚,力厚,力厚,力厚,力厚,力厚,轨,轨,轨,轨,轨,轨,轨,轨,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,概拳,概拳,概拳,概拳,概拳,概拳,俺唱府,俺唱府,俺唱府,俺唱府,俺唱府,俺唱府,柳崔贰,柳崔贰,柳崔贰,柳崔贰,柳崔贰,柳崔贰,孩唱公,孩唱公,孩唱公,孩唱公,孩唱公,孩唱公,汗件酒,汗件酒,汗件酒,汗件酒,汗件酒,汗件酒,硅唱公,硅唱公,硅唱公,硅唱公,硅唱公,硅唱公
傈林,2023,2023-05-21,33老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 救凳,—, , , , , , ,2023-03-20,-14老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2023-02-01,-23老,2023-02-14,-27老,2023-03-03,-17老,2023-03-08,-5老,2023-03-14,-10老,2023-03-20,-11老,2023-03-08,-9老,2023-03-21,-8老,2023-03-26,-7老,2023-03-13,-10老,2023-03-22,-12老,2023-03-26,-13老,2023-03-13,-11老,2023-03-29,-10老,2023-04-01,-9老,2023-03-13,-13老,2023-03-29,-11老,2023-03-31,-12老
傈林,2024,2024-04-08,-10老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2024-04-02,-1老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2024-01-27,-28老,2024-02-17,-25老,2024-02-24,-25老,2024-03-10,-3老,2024-03-17,-7老,2024-03-23,-8老,2024-03-08,-9老,2024-03-21,-8老,2024-03-25,-8老,2024-03-15,-8老,2024-03-26,-8老,2024-03-31,-8老,2024-03-11,-13老,2024-04-02,-6老,2024-04-05,-5老,2024-03-22,-4老,2024-04-01,-8老,2024-04-03,-9老
沥谰,2004,2004-04-17,-2老,2004-10-01,-5老, , , , ,2004-05-01,6老, , , , , , ,2004-04-25,11老, , , , , , ,2004-04-22,16老, , , , , , , , , , ,2004-03-16,-21老, , ,2004-03-15,4老,2004-03-20,-7老, , ,2004-03-16,1老,2004-03-22,-5老, , ,2004-03-24,4老,2004-03-27,-4老, , ,2004-03-22,-4老,2004-03-30,-6老, , ,2004-03-30,2老,2004-04-08,-1老, , ,2004-04-10,9老,2004-04-15,3老, , 
沥谰,2005,2005-04-11,-8老,2005-09-17,-19老, , , , ,2005-04-24,-1老, , , , , , ,2005-05-07,23老, , , , , , ,2005-04-04,-2老, , , , , , , , , , ,2005-04-03,-3老, , ,2005-03-25,14老,2005-03-31,4老, , ,2005-03-26,11老,2005-04-04,8老, , ,2005-03-27,7老,2005-04-05,5老, , ,2005-04-04,9老,2005-04-09,4老, , ,2005-04-01,4老,2005-04-13,4老, , ,2005-04-10,9老,2005-04-17,5老, , 
沥谰,2006,2006-04-23,4老,2006-09-26,-10老, , , , ,2006-04-23,-2老, , , , , , ,2006-04-29,15老, , , , , , ,2006-03-31,-6老, , , , , , , , , , ,2006-04-01,-5老, , ,2006-03-18,7老,2006-03-26,-1老, , ,2006-03-20,5老,2006-03-27,0老, , ,2006-03-25,5老,2006-03-31,0老, , ,2006-03-26,0老,2006-04-07,2老, , ,2006-03-26,-2老,2006-04-15,6老, , ,2006-03-26,-6老,2006-04-16,4老, , 
沥谰,2007,2007-04-24,5老,2007-10-07,1老, , , , ,2007-04-14,-11老, , , , , , ,2007-04-21,7老, , , , , , ,2007-04-03,-3老, , , , , , , , , , ,2007-04-05,-1老, , ,2007-02-27,-12老,2007-03-13,-14老, , ,2007-03-18,3老,2007-03-25,-2老, , ,2007-03-25,5老,2007-03-30,-1老, , ,2007-03-24,-2老,2007-03-29,-7老, , ,2007-03-28,0老,2007-04-07,-2老, , ,2007-03-28,-4老,2007-04-09,-3老, , 
沥谰,2008,2008-04-13,-6老,2008-10-05,-1老, , , , ,2008-04-13,-12老, , , , , , ,2008-04-12,-2老, , , , , , ,2008-04-05,-1老, , , , , , , , , , ,2008-03-31,-6老, , ,2008-03-10,-1老,2008-03-19,-8老, , ,2008-03-17,2老,2008-03-27,0老, , ,2008-03-18,-2老,2008-03-30,-1老, , ,2008-03-23,-3老,2008-04-04,-1老, , ,2008-03-23,-5老,2008-04-04,-5老, , ,2008-03-27,-5老,2008-04-08,-4老, , 
沥谰,2009,2009-04-15,-4老,2009-10-13,7老, , , , ,2009-04-13,-12老, , , , , , ,2009-04-18,4老, , , , , , ,2009-03-26,-11老, , , , , , , , , , ,2009-04-03,-3老, , ,2009-02-05,-34老,2009-03-09,-18老, , ,2009-03-09,-6老,2009-03-18,-9老, , ,2009-03-10,-10老,2009-03-20,-11老, , ,2009-03-25,-1老,2009-04-01,-4老, , ,2009-03-25,-3老,2009-04-06,-3老, , ,2009-03-26,-6老,2009-04-09,-3老, , 
沥谰,2010,2010-05-06,17老,2010-10-20,14老, , , , ,包螟 救凳,—, , , , , , ,2010-04-25,11老, , , , , , ,2010-04-20,14老, , , , , , ,包螟 救凳,—, , ,包螟 救凳,—, , ,2010-03-04,-7老,2010-03-22,-5老, , ,2010-03-04,-11老,2010-03-22,-5老, , ,2010-03-19,-1老,2010-03-30,-1老, , ,2010-03-27,1老,2010-04-06,1老, , ,2010-03-29,1老,2010-04-12,3老, , ,2010-03-19,-13老,2010-04-12,0老, , 
沥谰,2011,2011-05-03,14老,2011-10-02,-4老, , , , ,包螟 救凳,—, , , , , , ,2011-04-26,12老, , , , , , ,2011-04-10,4老, , , , , , , , , , ,包螟 救凳,—, , ,2011-03-09,-2老,2011-03-21,-6老, , ,2011-03-14,-1老,2011-03-23,-4老, , ,2011-03-30,10老,2011-04-10,10老, , ,2011-04-04,9老,2011-04-11,6老, , ,2011-04-02,5老,2011-04-15,6老, , ,2011-03-31,-1老,2011-04-17,5老, , 
沥谰,2012,2012-04-30,11老,2012-10-10,4老, , , , ,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,2012-04-27,21老, , , , , , ,包螟 救凳,—, , ,包螟 救凳,—, , ,2012-02-28,-12老,2012-03-26,-1老, , ,2012-03-15,0老,2012-03-29,2老, , ,2012-03-29,9老,2012-04-09,9老, , ,2012-03-30,4老,2012-04-12,7老, , ,2012-04-09,12老,2012-04-15,6老, , ,2012-04-05,4老,2012-04-15,3老, , 
沥谰,2013,2013-04-25,6老,2013-10-08,2老, , , , ,包螟 救凳,—, , , , , , ,2013-03-05,-40老, , , , , , ,2013-03-15,-22老, , , , , , , , , , ,包螟 救凳,—, , ,2013-02-26,-13老,2013-03-22,-5老, , ,2013-03-08,-7老,2013-03-18,-9老, , ,2013-03-13,-7老,2013-03-30,-1老, , ,2013-03-25,-1老,2013-04-05,0老,2013-04-12, ,2013-04-03,6老,2013-04-15,6老, , ,2013-04-03,2老,2013-04-15,3老, , 
沥谰,2014,2014-04-20,1老,包螟 救凳,—,包螟 救凳,—,包螟 救凳,—,2014-05-10,15老, , , , , , ,2014-03-07,-38老,包螟 救凳,—, , , , ,2014-03-10,-27老,包螟 救凳,—, , , , , , , , ,包螟 救凳,—,包螟 救凳,—,2014-02-28,-11老,2014-03-17,-10老, , ,2014-03-07,-8老,2014-03-21,-6老, , ,2014-03-07,-13老,2014-03-27,-4老, , ,2014-03-24,-2老,2014-03-31,-5老,2014-04-04, ,2014-03-19,-9老,2014-03-31,-9老, , ,2014-03-27,-5老,2014-04-01,-11老, , 
沥谰,2015, , ,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , , , , , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2015-02-28,-11老,2015-03-21,-6老,2015-03-29, ,2015-03-08,-7老,2015-03-28,1老,2015-04-03, ,2015-03-10,-10老,2015-03-31,0老,2015-04-06, ,2015-03-26,0老,2015-04-02,-3老,2015-04-05, ,2015-03-20,-8老,2015-04-01,-8老,2015-04-07, ,2015-03-19,-13老,2015-04-02,-10老,2015-04-09, 
绊魂,2004,2004-03-14,-11老,2004-10-22,4老, , , , ,2004-03-30,-15老, , , , , , ,2004-03-26,-18老, , , , , , ,2004-03-15,-10老, , , , , , , , , , ,2004-04-19,17老, , ,2004-02-15,3老,2004-02-20,-1老, , ,2004-03-08,0老,2004-03-14,-4老, , ,2004-03-12,1老,2004-03-20,-4老, , ,2004-03-17,4老,2004-03-24,-3老, , ,2004-03-11,-2老,2004-03-16,-10老, , ,2004-03-27,9老,2004-04-05,5老, , 
绊魂,2005,2005-03-30,5老,2005-10-25,7老, , , , ,2005-04-21,7老, , , , , , ,2005-04-23,10老, , , , , , ,2005-03-28,3老, , , , , , , , , , ,2005-04-22,20老, , ,2005-02-21,9老,2005-03-01,8老, , ,2005-03-15,7老,2005-03-23,5老, , ,2005-03-22,11老,2005-04-02,9老, , ,2005-03-17,4老,2005-04-04,8老, , ,2005-03-24,11老,2005-04-02,7老, , ,2005-03-26,8老,2005-04-07,7老, , 
绊魂,2006,2006-04-03,9老,2006-10-07,-11老, , , , ,2006-03-27,-18老, , , , , , ,2006-05-09,26老, , , , , , ,2006-04-18,24老, , , , , , , , , , ,2006-03-17,-16老, , ,2006-02-21,9老,2006-02-28,7老, , ,2006-03-06,-2老,2006-03-11,-7老, , ,2006-03-11,0老,2006-03-26,2老, , ,2006-03-10,-3老,2006-03-26,-1老, , ,2006-03-10,-3老,2006-03-22,-4老, , ,2006-03-11,-7老,2006-03-23,-8老, , 
绊魂,2007,2007-03-15,-10老,2007-10-13,-5老, , , , ,2007-03-30,-15老, , , , , , ,2007-03-24,-20老, , , , , , ,2007-03-20,-5老, , , , , , ,2007-03-15, , , ,2007-03-15,-18老, , ,2007-02-15,3老,2007-02-21,0老, , ,2007-02-28,-8老,2007-03-12,-6老, , ,2007-03-09,-2老,2007-03-14,-10老, , ,2007-03-07,-6老,2007-03-21,-6老, , ,2007-03-10,-3老,2007-03-19,-7老, , ,2007-03-12,-6老,2007-03-26,-5老, , 
绊魂,2008,2008-03-22,-3老,2008-10-20,2老, , , , ,2008-04-10,-4老, , , , , , ,2008-04-25,12老, , , , , , ,2008-03-13,-12老, , , , , , , , , , ,2008-03-10,-23老, , ,2008-02-06,-6老,2008-02-13,-8老, , ,2008-03-07,-1老,2008-03-22,4老, , ,2008-03-13,2老,2008-03-30,6老, , ,2008-03-09,-4老,2008-03-25,-2老, , ,2008-03-12,-1老,2008-03-29,3老, , ,2008-03-17,-1老,2008-03-28,-3老, , 
绊魂,2009,2009-03-25,0老,2009-10-17,-1老, , , , ,2009-04-20,6老, , , , , , ,2009-03-25,-19老, , , , , , ,2009-03-26,1老, , , , , , ,2009-03-23, , , ,2009-03-23,-10老, , ,2009-02-05,-7老,2009-02-12,-9老, , ,2009-03-06,-2老,2009-03-17,-1老, , ,2009-03-09,-2老,2009-03-26,2老, , ,2009-03-10,-3老,2009-03-20,-7老, , ,2009-03-08,-5老,2009-03-21,-5老, , ,2009-03-12,-6老,2009-03-26,-5老, , 
绊魂,2010,2010-03-24,-1老,2010-10-23,5老, , , , ,2010-04-27,13老, , , , , , ,2010-05-10,27老, , , , , , ,2010-03-16,-9老, , , , , , , , , , ,2010-03-25,-8老, , ,2010-02-03,-9老,2010-02-16,-5老, , ,2010-03-02,-6老,2010-03-19,1老, , ,2010-03-10,-1老,2010-03-23,-1老, , ,2010-03-06,-7老,2010-03-22,-5老, , ,2010-03-02,-11老,2010-03-19,-7老, , ,2010-03-06,-12老,2010-03-23,-8老, , 
绊魂,2011,2011-04-24,30老,2011-10-17,-1老, , , , ,2011-04-20,6老, , , , , , ,2011-02-28,-44老, , , , , , ,2011-04-21,27老, , , , , , ,2011-04-20, , , ,2011-04-20,18老, , ,2011-02-07,-5老,2011-02-21,0老, , ,2011-02-26,-10老,2011-03-14,-4老, , ,2011-03-03,-8老,2011-03-25,1老, , ,2011-03-10,-3老,2011-03-28,1老, , ,2011-03-06,-7老,2011-04-04,9老, , ,2011-03-06,-12老,2011-04-02,2老, , 
绊魂,2012,2012-04-04,10老,2012-10-21,3老, , , , ,2012-04-23,9老, , , , , , ,2012-04-09,-4老, , , , , , ,2012-04-01,7老, , , , , , , , , , ,包螟 救凳,—, , ,2012-03-06,23老,2012-03-15,23老, , ,2012-03-20,12老,2012-03-28,10老, , ,2012-03-21,10老,2012-04-06,13老, , ,2012-03-20,7老,2012-04-05,9老, , ,2012-03-28,15老,2012-04-06,11老, , ,2012-03-29,11老,2012-04-07,7老, , 
绊魂,2013,2013-03-20,-5老,2013-10-10,-8老, , , , ,2013-04-26,12老, , , , , , ,2013-04-20,7老, , , , , , ,2013-03-11,-14老, , , , , , , , , , ,2013-03-14,-19老, , ,2013-02-28,16老,2013-03-08,15老, , ,2013-03-12,4老,2013-03-14,-4老, , ,2013-03-03,-8老,2013-03-11,-13老, , ,2013-03-08,-5老,2013-03-27,0老, , ,2013-03-06,-7老,2013-03-15,-11老, , ,2013-03-09,-9老,2013-03-27,-4老, , 
绊魂,2014,2014-04-08,14老, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2014-01-25,-18老,2014-02-05,-16老, , ,2014-03-04,-4老,2014-03-15,-3老, , ,2014-03-03,-8老,2014-03-16,-8老, , ,2014-03-19,6老,2014-03-28,1老, , ,2014-03-11,-2老,2014-03-25,-1老, , ,2014-03-22,4老,2014-04-01,1老, , 
绊魂,2015,2015-04-05,11老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , , , , , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2015-02-02,-10老,2015-02-11,-10老, , ,2015-03-13,5老,2015-03-18,0老, , ,2015-02-22,-17老,2015-03-04,-20老, , ,2015-03-20,7老,2015-03-30,3老, , ,2015-03-13,0老,2015-03-30,4老, , ,2015-03-21,3老,2015-04-03,3老, , 
辑蓖器,2004,2004-03-19,-8老,2004-10-20,2老, , , , ,2004-06-06,37老, , , , , , , , , , , , , , ,2004-03-12,-13老, , , , , , , , , , , , , , ,2004-02-08,4老,2004-02-14,-2老, , ,2004-02-27,-6老,2004-03-15,0老, , ,2004-03-10,9老,2004-03-18,1老, , ,2004-03-13,4老,2004-03-21,-3老, , ,2004-03-10,3老,2004-03-18,-2老, , ,2004-03-17,1老,2004-03-21,-12老, , 
辑蓖器,2005,2005-04-08,12老,2005-10-26,8老, , , , ,2005-05-19,19老, , , , , , ,2005-04-25,8老, , , , , , ,2005-03-31,6老, , , , , , , , , , ,2005-04-25,26老, , ,2005-02-21,17老,2005-02-28,12老, , ,2005-03-08,4老,2005-03-20,5老, , ,2005-03-08,7老,2005-03-25,8老, , ,2005-03-09,0老,2005-04-01,8老, , ,2005-03-09,2老,2005-03-31,11老, , ,2005-03-26,10老,2005-04-06,4老, , 
辑蓖器,2006,2006-03-23,-4老,2006-10-05,-13老, , , , ,2006-05-08,8老, , , , , , ,2006-05-01,14老, , , , , , ,2006-04-01,7老, , , , , , , , , , ,2006-03-26,-4老, , ,2006-02-14,10老,2006-02-18,2老, , ,2006-03-02,-2老,2006-03-08,-7老, , ,2006-03-05,4老,2006-03-15,-2老, , ,2006-03-11,2老,2006-03-25,1老, , ,2006-03-08,1老,2006-03-20,0老, , ,2006-03-19,3老,2006-03-26,-7老, , 
辑蓖器,2007,2007-03-05,-22老,2007-10-06,-12老, , , , ,2007-04-30,0老, , , , , , ,2007-04-01,-16老, , , , , , ,2007-03-25,0老, , , , , , , , , , ,2007-03-02,-28老, , ,2007-02-09,5老,2007-02-16,0老, , ,2007-02-28,-4老,2007-03-08,-7老, , ,2007-03-02,1老,2007-03-08,-9老, , ,2007-03-05,-4老,2007-03-23,-1老, , ,2007-03-01,-6老,2007-03-18,-2老, , ,2007-03-15,-1老,2007-03-24,-9老, , 
辑蓖器,2008,2008-03-23,-4老,搬螟,—, , , , ,2008-04-15,-15老, , , , , , ,2008-04-20,3老, , , , , , ,2008-03-12,-13老, , , , , , , , ,搬螟,—,2008-03-10,-20老, , ,2008-01-28,-7老,2008-02-06,-10老, , ,2008-02-20,-13老,2008-03-18,3老, , ,2008-02-22,-8老,2008-03-23,6老, , ,2008-03-05,-4老,2008-03-22,-2老, , ,2008-02-28,-8老,2008-03-20,0老, , ,2008-03-10,-6老,2008-03-30,-3老, , 
辑蓖器,2009,2009-04-01,5老,搬螟,—, , , , ,2009-04-10,-20老, , , , , , ,2009-05-12,25老, , , , , , ,2009-03-20,-5老, , , , , , , , ,搬螟,—,2009-03-11,-19老,搬螟,—,2009-01-22,-13老,2009-02-02,-14老, , ,2009-02-23,-9老,2009-03-06,-9老, , ,2009-02-27,-2老,2009-03-11,-6老, , ,2009-03-04,-5老,2009-03-19,-5老, , ,2009-03-01,-6老,2009-03-15,-5老, , ,2009-03-09,-7老,2009-03-22,-11老, , 
辑蓖器,2010,2010-03-13,-14老,2010-10-18,0老, , , , ,2010-04-20,-10老, , , , , , ,2010-04-20,3老, , , , , , ,2010-03-07,-18老, , , , , , , , , , ,2010-03-17,-13老, , ,2010-01-29,-6老,2010-02-13,-3老, , ,2010-02-16,-16老,2010-03-09,-6老, , ,2010-02-26,-3老,2010-03-11,-6老, , ,2010-03-05,-4老,2010-03-17,-7老, , ,2010-03-02,-5老,2010-03-14,-6老, , ,2010-03-04,-12老,2010-03-26,-7老, , 
辑蓖器,2011,2011-04-23,27老,2011-10-28,10老, , ,2011-10-18, ,2011-04-16,-14老, , , , , , ,2011-04-05,-12老, , , , , , ,2011-04-09,15老, , , , , , , , , , ,2011-04-16,17老, , ,2011-02-10,6老,2011-02-19,3老, , ,2011-02-23,-9老,2011-03-13,-2老, , ,2011-02-28,-1老,2011-03-21,4老, , ,2011-03-08,-1老,2011-03-28,4老, , ,2011-03-04,-3老,2011-03-25,5老, , ,2011-03-06,-10老,2011-04-01,-1老, , 
辑蓖器,2012,2012-04-16,20老, , , , , , ,2012-04-15,-15老, , , , , , ,2012-04-15,-2老, , , , , , ,2012-04-13,19老, , , , , , , , , , , , , , ,2012-02-09,5老,2012-02-23,7老, , ,2012-03-14,10老,2012-03-27,12老, , ,2012-03-07,6老,2012-03-27,10老, , ,2012-03-19,10老,2012-03-29,5老, , ,2012-03-19,12老,2012-03-28,8老, , ,2012-03-11,-5老,2012-04-04,2老, , 
辑蓖器,2013,2013-03-20,-7老,2013-10-22,4老, , , , ,2013-04-10,-20老, , , , , , ,2013-04-20,3老, , , , , , ,2013-03-25,0老, , , , , , ,2013-04-08, , , ,包螟 救凳,—, , ,2013-01-19,-16老,2013-02-07,-9老,2013-03-01, ,2013-03-10,6老,2013-03-11,-4老, , ,2013-02-17,-12老,2013-03-11,-6老, , ,2013-03-10,1老,2013-03-17,-7老, , ,2013-03-07,0老,2013-03-16,-4老, , ,2013-03-18,2老,2013-03-25,-8老, , 
辑蓖器,2014,2014-03-28,1老, , , , , , ,2014-04-28,-2老, , , , , , ,2014-04-10,-7老, , , , , , ,2014-03-28,3老, , , , , , , , , , , , , , ,2014-01-27,-8老,2014-01-29,-18老, , ,2014-03-15,11老,2014-03-17,2老, , ,2014-03-04,3老,2014-03-15,-2老, , ,2014-03-18,9老,2014-03-25,1老, , ,2014-03-09,2老,2014-03-20,0老, , ,2014-03-18,2老,2014-03-28,-5老, , 
辑蓖器,2015, , ,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , , , , , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2015-01-30,-5老,2015-02-04,-12老, , ,2015-03-11,7老,2015-03-19,4老, , ,2015-03-01,0老,包螟 救凳,—, , ,2015-03-12,3老,2015-03-25,1老,2015-04-01, ,2015-03-12,5老,2015-03-19,-1老, , ,2015-03-23,7老,2015-04-06,4老, , 
辑蓖器,2019,2019-04-10,14老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , , , , , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2019-01-15,-20老,2019-01-25,-22老,2019-02-08, ,2019-03-14,10老,2019-03-22,7老,2019-03-30, , , , , , , ,2019-03-15,6老,2019-03-25,1老,2019-03-30, ,2019-03-08,1老,2019-03-20,0老,2019-03-25, ,2019-03-19,3老,2019-03-27,-6老,2019-04-03, 
辑蓖器,2020,2020-04-09,13老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2020-05-10,23老, , , , , , ,搬螟,—, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2020-01-17,-18老,2020-01-19,-28老,2020-01-28, ,2020-03-10,6老,2020-03-16,1老,2020-03-23, ,搬螟,—,搬螟,—,搬螟,—,2020-03-13,4老,2020-03-26,2老,2020-04-01, ,2020-03-04,-3老,2020-03-13,-7老,2020-03-19, ,搬螟,—,搬螟,—,搬螟,—
辑蓖器,2021,包螟 救凳,—,包螟 吝瘤,—,包螟 救凳,—, , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 救凳,—, , , , , , ,2021-03-15,-10老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2021-01-22,-13老,2021-01-30,-17老,2021-02-05, ,2021-02-23,-9老,2021-02-27,-16老,2021-03-02, ,搬螟,—,搬螟,—,搬螟,—,2021-03-12,3老,2021-03-18,-6老,2021-03-22, ,2021-03-02,-5老,2021-03-08,-12老,2021-03-12, ,2021-03-08,-8老,2021-03-16,-17老,2021-03-26, 
辑蓖器,2022,2022-04-18,22老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 救凳,—, , , , , , ,2022-03-16,-9老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2022-01-20,-15老,2022-01-27,-20老,2022-02-12, ,2022-03-17,13老,2022-03-23,8老,2022-03-28, ,搬螟,—,搬螟,—,搬螟,—,2022-03-15,6老,2022-03-25,1老,2022-03-29, ,2022-03-17,10老,2022-03-22,2老,2022-03-24, ,2022-03-17,1老,2022-03-29,-4老,2022-04-01, 
辑蓖器,2023,2023-05-02,36老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 救凳,—, , , , , , ,2023-03-30,5老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2023-01-11,-24老,2023-02-08,-8老,2023-02-14, ,2023-03-09,5老,2023-03-15,0老,2023-03-20, ,搬螟,—,搬螟,—,搬螟,—,2023-03-09,0老,2023-03-24,0老,2023-03-31, ,2023-03-10,3老,2023-03-15,-5老,2023-03-20, ,2023-03-13,-3老,2023-03-20,-13老,2023-03-27, 
辑蓖器,2024,2024-05-01,35老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2024-04-15,21老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2024-01-04,-31老,2024-01-21,-26老,2024-02-01, ,2024-03-06,2老,2024-03-13,-2老,2024-03-29, ,搬螟,—,搬螟,—,搬螟,—,2024-03-22,13老,2024-03-30,6老,2024-04-02, ,2024-03-15,8老,2024-03-19,-1老,2024-03-29, ,2024-03-30,14老,2024-04-06,4老,2024-04-17, 
己魂,2004,2004-03-31,-1老,2004-10-19,-1老, , , , ,2004-06-09,43老, , , , , , ,2004-04-12,3老, , , , , , ,2004-03-31,3老, , , , , , , , , , ,2004-05-03,31老, , ,2004-02-06,-5老,2004-02-21,-2老, , ,2004-03-04,0老,2004-03-15,-1老, , ,2004-03-10,0老,2004-03-22,-5老, , ,2004-03-15,3老,2004-03-23,-4老, , ,2004-03-13,2老,2004-03-23,-3老, , ,2004-03-13,-3老,2004-03-23,-6老, , 
己魂,2005,2005-04-09,8老,2005-10-24,4老, , , , ,2005-05-10,13老, , , , , , ,2005-05-06,27老, , , , , , ,2005-04-11,14老, , , , , , , , , , ,2005-05-13,41老, , ,2005-02-17,6老,2005-03-03,8老, , ,2005-03-07,3老,2005-03-21,5老, , ,2005-03-15,5老,2005-04-04,8老, , ,2005-03-16,4老,2005-04-06,10老, , ,2005-03-15,4老,2005-04-04,9老, , ,2005-03-16,0老,2005-04-07,9老, , 
己魂,2006,2006-04-05,4老,2006-10-05,-15老, , , , ,2006-05-15,18老, , , , , , ,2006-05-10,31老, , , , , , ,2006-04-20,23老, , , , , , , , , , ,2006-03-28,-5老, , ,2006-02-16,5老,2006-02-22,-1老, , ,2006-03-02,-2老,2006-03-07,-9老, , ,2006-03-13,3老,2006-03-27,0老, , ,2006-03-13,1老,2006-03-27,0老, , ,2006-03-07,-4老,2006-03-20,-6老, , ,2006-03-07,-9老,2006-03-21,-8老, , 
己魂,2007,2007-03-18,-14老,2007-10-09,-11老, , , , ,2007-04-26,-1老, , , , , , ,2007-04-26,17老, , , , , , ,2007-03-21,-7老, , , , , , , , , , ,2007-03-02,-31老, , ,2007-02-09,-2老,2007-02-16,-7老, , ,2007-02-28,-4老,2007-03-08,-8老, , ,2007-03-02,-8老,2007-03-08,-19老, , ,2007-03-06,-6老,2007-03-21,-6老, , ,2007-03-01,-10老,2007-03-18,-8老, , ,2007-03-15,-1老,2007-03-27,-2老, , 
己魂,2008,2008-03-23,-9老,2008-10-18,-2老, , , , ,2008-04-28,1老, , , , , , ,2008-04-22,13老, , , , , , ,2008-03-12,-16老, , , , , , , , , , ,2008-03-15,-18老, , ,2008-02-04,-7老,2008-02-11,-12老, , ,2008-02-22,-11老,2008-03-20,4老, , ,2008-02-28,-11老,2008-03-24,-3老, , ,2008-03-05,-7老,2008-03-23,-4老, , ,2008-03-02,-9老,2008-03-24,-2老, , ,2008-03-14,-2老,2008-03-28,-1老, , 
己魂,2009,2009-04-07,6老,2009-10-20,0老, , , , ,2009-04-28,1老, , , , , , ,2009-04-20,11老, , , , , , ,2009-03-25,-3老, , , , , , , , , , ,2009-03-18,-15老, , ,2009-02-05,-6老,2009-02-17,-6老, , ,2009-02-03,-29老,2009-03-09,-7老, , ,2009-03-03,-7老,2009-03-20,-7老, , ,2009-03-08,-4老,2009-03-20,-7老, , ,2009-03-01,-10老,2009-03-14,-12老, , ,2009-03-09,-7老,2009-03-17,-12老, , 
己魂,2010,2010-04-03,2老,2010-10-20,0老, , , , ,2010-04-20,-7老, , , , , , ,2010-05-02,23老, , , , , , ,2010-03-17,-11老, , , , , , , , , , ,2010-03-15,-18老, , ,2010-02-05,-6老,2010-02-20,-3老, , ,2010-02-19,-13老,2010-03-12,-4老, , ,2010-03-11,1老,2010-03-24,-3老, , ,2010-03-08,-4老,2010-03-22,-5老, , ,2010-03-08,-3老,2010-03-17,-9老, , ,2010-03-08,-8老,2010-03-17,-12老, , 
